OBJECTID,Desc_,Date,Metric,Value,Rep_Date,Name,Pop
193,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/28/2020,3-Day Average Percent Positivity,0.178,02/02/2021,Colorado,5763976
194,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/29/2020,Percent Positivity,0.181,02/02/2021,Colorado,5763976
195,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/29/2020,People Tested at CDPHE State Lab,448,02/02/2021,Colorado,5763976
196,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/29/2020,People Tested at Non-CDPHE (Commerical) Labs,1278,02/02/2021,Colorado,5763976
197,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/29/2020,Cumulative People Tested at CDPHE State Lab,8800,02/02/2021,Colorado,5763976
198,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/29/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,9656,02/02/2021,Colorado,5763976
199,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/29/2020,7-Day Average Percent Positivity,0.167,02/02/2021,Colorado,5763976
200,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/29/2020,3-Day Average Percent Positivity,0.179,02/02/2021,Colorado,5763976
201,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/30/2020,Percent Positivity,0.169,02/02/2021,Colorado,5763976
202,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/30/2020,People Tested at CDPHE State Lab,513,02/02/2021,Colorado,5763976
203,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/30/2020,People Tested at Non-CDPHE (Commerical) Labs,1069,02/02/2021,Colorado,5763976
204,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/30/2020,Cumulative People Tested at CDPHE State Lab,9313,02/02/2021,Colorado,5763976
205,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/30/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,10725,02/02/2021,Colorado,5763976
206,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/30/2020,7-Day Average Percent Positivity,0.175,02/02/2021,Colorado,5763976
207,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/30/2020,3-Day Average Percent Positivity,0.178,02/02/2021,Colorado,5763976
208,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/31/2020,Percent Positivity,0.228,02/02/2021,Colorado,5763976
209,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/31/2020,People Tested at CDPHE State Lab,361,02/02/2021,Colorado,5763976
210,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/31/2020,People Tested at Non-CDPHE (Commerical) Labs,1391,02/02/2021,Colorado,5763976
211,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/31/2020,Cumulative People Tested at CDPHE State Lab,9674,02/02/2021,Colorado,5763976
212,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/31/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,12116,02/02/2021,Colorado,5763976
213,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/31/2020,7-Day Average Percent Positivity,0.182,02/02/2021,Colorado,5763976
214,Daily COVID-19 PCR Test Data From Clinical Laboratories,03/31/2020,3-Day Average Percent Positivity,0.193,02/02/2021,Colorado,5763976
215,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/01/2020,Percent Positivity,0.225,02/02/2021,Colorado,5763976
216,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/01/2020,People Tested at CDPHE State Lab,384,02/02/2021,Colorado,5763976
217,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/01/2020,People Tested at Non-CDPHE (Commerical) Labs,1245,02/02/2021,Colorado,5763976
218,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/01/2020,Cumulative People Tested at CDPHE State Lab,10058,02/02/2021,Colorado,5763976
219,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/01/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,13361,02/02/2021,Colorado,5763976
220,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/01/2020,7-Day Average Percent Positivity,0.191,02/02/2021,Colorado,5763976
221,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/01/2020,3-Day Average Percent Positivity,0.208,02/02/2021,Colorado,5763976
222,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/02/2020,Percent Positivity,0.19,02/02/2021,Colorado,5763976
223,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/02/2020,People Tested at CDPHE State Lab,428,02/02/2021,Colorado,5763976
224,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/02/2020,People Tested at Non-CDPHE (Commerical) Labs,1442,02/02/2021,Colorado,5763976
225,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/02/2020,Cumulative People Tested at CDPHE State Lab,10486,02/02/2021,Colorado,5763976
226,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/02/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,14803,02/02/2021,Colorado,5763976
227,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/02/2020,7-Day Average Percent Positivity,0.193,02/02/2021,Colorado,5763976
228,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/02/2020,3-Day Average Percent Positivity,0.214,02/02/2021,Colorado,5763976
229,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/03/2020,Percent Positivity,0.202,02/02/2021,Colorado,5763976
230,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/03/2020,People Tested at CDPHE State Lab,259,02/02/2021,Colorado,5763976
231,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/03/2020,People Tested at Non-CDPHE (Commerical) Labs,1742,02/02/2021,Colorado,5763976
232,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/03/2020,Cumulative People Tested at CDPHE State Lab,10745,02/02/2021,Colorado,5763976
233,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/03/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,16545,02/02/2021,Colorado,5763976
234,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/03/2020,7-Day Average Percent Positivity,0.198,02/02/2021,Colorado,5763976
235,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/03/2020,3-Day Average Percent Positivity,0.205,02/02/2021,Colorado,5763976
236,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/04/2020,Percent Positivity,0.19,02/02/2021,Colorado,5763976
237,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/04/2020,People Tested at CDPHE State Lab,318,02/02/2021,Colorado,5763976
238,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/04/2020,People Tested at Non-CDPHE (Commerical) Labs,1825,02/02/2021,Colorado,5763976
239,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/04/2020,Cumulative People Tested at CDPHE State Lab,11063,02/02/2021,Colorado,5763976
240,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/04/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,18370,02/02/2021,Colorado,5763976
241,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/04/2020,7-Day Average Percent Positivity,0.198,02/02/2021,Colorado,5763976
242,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/04/2020,3-Day Average Percent Positivity,0.194,02/02/2021,Colorado,5763976
243,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/05/2020,Percent Positivity,0.197,02/02/2021,Colorado,5763976
244,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/05/2020,People Tested at CDPHE State Lab,234,02/02/2021,Colorado,5763976
245,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/05/2020,People Tested at Non-CDPHE (Commerical) Labs,980,02/02/2021,Colorado,5763976
246,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/05/2020,Cumulative People Tested at CDPHE State Lab,11297,02/02/2021,Colorado,5763976
247,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/05/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,19350,02/02/2021,Colorado,5763976
248,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/05/2020,7-Day Average Percent Positivity,0.2,02/02/2021,Colorado,5763976
249,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/05/2020,3-Day Average Percent Positivity,0.196,02/02/2021,Colorado,5763976
250,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/06/2020,Percent Positivity,0.257,02/02/2021,Colorado,5763976
251,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/06/2020,People Tested at CDPHE State Lab,155,02/02/2021,Colorado,5763976
252,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/06/2020,People Tested at Non-CDPHE (Commerical) Labs,1493,02/02/2021,Colorado,5763976
253,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/06/2020,Cumulative People Tested at CDPHE State Lab,11452,02/02/2021,Colorado,5763976
254,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/06/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,20843,02/02/2021,Colorado,5763976
255,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/06/2020,7-Day Average Percent Positivity,0.212,02/02/2021,Colorado,5763976
256,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/06/2020,3-Day Average Percent Positivity,0.214,02/02/2021,Colorado,5763976
257,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/07/2020,Percent Positivity,0.175,02/02/2021,Colorado,5763976
258,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/07/2020,People Tested at CDPHE State Lab,150,02/02/2021,Colorado,5763976
259,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/07/2020,People Tested at Non-CDPHE (Commerical) Labs,1104,02/02/2021,Colorado,5763976
260,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/07/2020,Cumulative People Tested at CDPHE State Lab,11602,02/02/2021,Colorado,5763976
261,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/07/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,21947,02/02/2021,Colorado,5763976
262,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/07/2020,7-Day Average Percent Positivity,0.205,02/02/2021,Colorado,5763976
263,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/07/2020,3-Day Average Percent Positivity,0.214,02/02/2021,Colorado,5763976
264,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/08/2020,Percent Positivity,0.222,02/02/2021,Colorado,5763976
265,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/08/2020,People Tested at CDPHE State Lab,212,02/02/2021,Colorado,5763976
266,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/08/2020,People Tested at Non-CDPHE (Commerical) Labs,2022,02/02/2021,Colorado,5763976
267,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/08/2020,Cumulative People Tested at CDPHE State Lab,11814,02/02/2021,Colorado,5763976
268,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/08/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,23969,02/02/2021,Colorado,5763976
269,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/08/2020,7-Day Average Percent Positivity,0.206,02/02/2021,Colorado,5763976
270,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/08/2020,3-Day Average Percent Positivity,0.222,02/02/2021,Colorado,5763976
271,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/09/2020,Percent Positivity,0.184,02/02/2021,Colorado,5763976
272,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/09/2020,People Tested at CDPHE State Lab,203,02/02/2021,Colorado,5763976
273,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/09/2020,People Tested at Non-CDPHE (Commerical) Labs,1507,02/02/2021,Colorado,5763976
274,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/09/2020,Cumulative People Tested at CDPHE State Lab,12017,02/02/2021,Colorado,5763976
275,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/09/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,25476,02/02/2021,Colorado,5763976
276,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/09/2020,7-Day Average Percent Positivity,0.205,02/02/2021,Colorado,5763976
277,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/09/2020,3-Day Average Percent Positivity,0.198,02/02/2021,Colorado,5763976
278,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/10/2020,Percent Positivity,0.159,02/02/2021,Colorado,5763976
279,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/10/2020,People Tested at CDPHE State Lab,165,02/02/2021,Colorado,5763976
280,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/10/2020,People Tested at Non-CDPHE (Commerical) Labs,2320,02/02/2021,Colorado,5763976
281,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/10/2020,Cumulative People Tested at CDPHE State Lab,12182,02/02/2021,Colorado,5763976
282,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/10/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,27796,02/02/2021,Colorado,5763976
283,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/10/2020,7-Day Average Percent Positivity,0.197,02/02/2021,Colorado,5763976
284,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/10/2020,3-Day Average Percent Positivity,0.187,02/02/2021,Colorado,5763976
285,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/11/2020,Percent Positivity,0.188,02/02/2021,Colorado,5763976
286,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/11/2020,People Tested at CDPHE State Lab,395,02/02/2021,Colorado,5763976
287,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/11/2020,People Tested at Non-CDPHE (Commerical) Labs,2199,02/02/2021,Colorado,5763976
288,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/11/2020,Cumulative People Tested at CDPHE State Lab,12577,02/02/2021,Colorado,5763976
289,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/11/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,29995,02/02/2021,Colorado,5763976
290,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/11/2020,7-Day Average Percent Positivity,0.196,02/02/2021,Colorado,5763976
291,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/11/2020,3-Day Average Percent Positivity,0.176,02/02/2021,Colorado,5763976
292,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/12/2020,Percent Positivity,0.211,02/02/2021,Colorado,5763976
293,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/12/2020,People Tested at CDPHE State Lab,177,02/02/2021,Colorado,5763976
294,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/12/2020,People Tested at Non-CDPHE (Commerical) Labs,1637,02/02/2021,Colorado,5763976
295,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/12/2020,Cumulative People Tested at CDPHE State Lab,12754,02/02/2021,Colorado,5763976
296,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/12/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,31632,02/02/2021,Colorado,5763976
297,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/12/2020,7-Day Average Percent Positivity,0.198,02/02/2021,Colorado,5763976
298,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/12/2020,3-Day Average Percent Positivity,0.184,02/02/2021,Colorado,5763976
299,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/13/2020,Percent Positivity,0.239,02/02/2021,Colorado,5763976
300,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/13/2020,People Tested at CDPHE State Lab,178,02/02/2021,Colorado,5763976
301,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/13/2020,People Tested at Non-CDPHE (Commerical) Labs,856,02/02/2021,Colorado,5763976
302,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/13/2020,Cumulative People Tested at CDPHE State Lab,12932,02/02/2021,Colorado,5763976
303,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/13/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,32488,02/02/2021,Colorado,5763976
304,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/13/2020,7-Day Average Percent Positivity,0.194,02/02/2021,Colorado,5763976
305,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/13/2020,3-Day Average Percent Positivity,0.205,02/02/2021,Colorado,5763976
306,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/14/2020,Percent Positivity,0.254,02/02/2021,Colorado,5763976
307,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/14/2020,People Tested at CDPHE State Lab,187,02/02/2021,Colorado,5763976
308,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/14/2020,People Tested at Non-CDPHE (Commerical) Labs,1026,02/02/2021,Colorado,5763976
309,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/14/2020,Cumulative People Tested at CDPHE State Lab,13119,02/02/2021,Colorado,5763976
310,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/14/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,33514,02/02/2021,Colorado,5763976
311,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/14/2020,7-Day Average Percent Positivity,0.201,02/02/2021,Colorado,5763976
312,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/14/2020,3-Day Average Percent Positivity,0.231,02/02/2021,Colorado,5763976
313,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/15/2020,Percent Positivity,0.226,02/02/2021,Colorado,5763976
314,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/15/2020,People Tested at CDPHE State Lab,354,02/02/2021,Colorado,5763976
315,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/15/2020,People Tested at Non-CDPHE (Commerical) Labs,1171,02/02/2021,Colorado,5763976
316,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/15/2020,Cumulative People Tested at CDPHE State Lab,13473,02/02/2021,Colorado,5763976
317,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/15/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,34685,02/02/2021,Colorado,5763976
318,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/15/2020,7-Day Average Percent Positivity,0.2,02/02/2021,Colorado,5763976
319,Daily COVID-19 PCR Test Data From Clinical Laboratories,04/15/2020,3-Day Average Percent Positivity,0.239,02/02/2021,Colorado,5763976
